NumItemsInCart,CartTotalAmount,TimeSpentOnSiteMinutes,HasCouponApplied,IsReturningCustomer,device_encoded,weekday,abandon_label
3,42.35,2.76,0.0,0.0,0,4,0
3,28.51,6.35,0.0,0.0,1,5,0
3,87.23,5.98,0.0,0.0,1,6,1
2,24.32,10.09,0.0,0.0,0,0,0
4,30.85,7.15,0.0,0.0,0,1,0
6,34.22,11.73,0.0,0.0,2,2,1
3,55.32,13.34,0.0,0.0,0,3,0
0,83.27,5.54,0.0,0.0,2,4,1
0,25.85,4.83,0.0,0.0,2,5,1
5,28.87,9.47,0.0,0.0,1,6,1
5,26.24,9.82,0.0,0.0,1,0,1
2,124.4,8.33,0.0,0.0,1,1,1
2,49.25,4.52,0.0,0.0,1,2,1
4,18.45,9.01,0.0,0.0,1,3,1
1,78.08,7.36,0.0,0.0,1,4,1
2,83.05,10.1,0.0,0.0,1,5,1
6,23.16,7.32,0.0,0.0,2,6,1
2,21.14,10.49,0.0,0.0,2,0,1
4,70.39,10.5,0.0,0.0,1,1,1
5,135.42,6.25,0.0,0.0,1,2,0
1,30.02,10.22,0.0,0.0,2,3,1
2,34.65,9.58,0.0,0.0,2,4,1
5,71.26,7.5,0.0,0.0,0,5,1
4,21.46,11.59,0.0,0.0,0,6,1
1,68.82,4.17,0.0,0.0,1,0,0
3,41.55,6.7,0.0,0.0,1,1,0
7,10.14,11.5,0.0,0.0,1,2,1
5,123.04,8.55,0.0,0.0,2,3,1
0,14.47,7.59,0.0,0.0,1,4,1
1,97.14,7.19,0.0,0.0,1,5,0
5,44.27,5.61,0.0,0.0,1,6,1
4,57.76,12.15,0.0,0.0,0,0,0
1,20.88,8.55,0.0,0.0,0,1,0
3,60.09,8.1,0.0,0.0,1,2,1
2,156.27,11.31,0.0,0.0,2,3,1
1,22.53,11.35,0.0,0.0,0,4,1
6,37.07,8.69,0.0,0.0,1,5,0
1,57.76,15.41,0.0,0.0,0,6,0
1,48.94,3.86,0.0,0.0,2,0,1
4,102.77,12.97,0.0,0.0,2,1,1
3,58.45,9.46,0.0,0.0,2,2,1
2,33.9,10.29,0.0,0.0,2,3,0
2,80.05,4.32,0.0,0.0,1,4,1
5,18.17,5.02,0.0,0.0,2,5,0
5,45.49,7.69,0.0,0.0,1,6,1
3,27.1,9.0,0.0,0.0,2,0,0
0,40.03,8.98,0.0,0.0,1,1,1
1,48.9,7.53,0.0,0.0,2,2,1
1,159.3,6.11,0.0,0.0,1,3,0
1,36.61,8.41,0.0,0.0,0,4,0
0,58.89,2.57,0.0,0.0,1,5,1
1,21.68,14.44,0.0,0.0,1,6,1
3,28.53,7.54,0.0,0.0,2,0,1
5,49.8,5.63,0.0,0.0,2,1,1
4,26.0,5.85,0.0,0.0,0,2,1
0,22.65,4.64,0.0,0.0,2,3,1
1,10.33,11.12,0.0,0.0,1,4,1
2,28.18,9.55,0.0,0.0,2,5,1
3,20.84,7.64,0.0,0.0,2,6,1
2,30.16,7.57,0.0,0.0,1,0,1
0,82.78,6.8,0.0,0.0,0,1,0
4,94.53,1.92,0.0,0.0,2,2,1
2,79.31,10.34,0.0,0.0,2,3,1
6,107.39,8.02,0.0,0.0,1,4,1
3,27.32,9.8,0.0,0.0,0,5,0
4,38.9,10.72,0.0,0.0,0,6,1
3,110.5,11.15,0.0,0.0,2,0,1
2,56.93,8.46,0.0,0.0,1,1,1
2,18.54,8.42,0.0,0.0,2,2,0
5,19.4,11.36,0.0,0.0,1,3,1
0,9.03,7.69,0.0,0.0,1,4,1
1,2.01,11.95,0.0,0.0,2,5,0
3,17.03,11.26,0.0,0.0,1,6,1
3,7.94,6.4,0.0,0.0,2,0,1
1,29.32,5.95,0.0,0.0,0,1,0
2,46.31,4.66,0.0,0.0,0,2,1
6,95.92,10.68,0.0,0.0,2,3,1
4,83.37,0.0,0.0,0.0,0,4,1
1,9.14,0.02,0.0,0.0,0,5,1
2,115.35,9.13,0.0,0.0,0,6,0
3,115.53,3.49,0.0,0.0,0,0,0
2,121.19,4.85,0.0,0.0,1,1,1
3,30.14,8.54,0.0,0.0,2,2,1
1,35.06,3.45,0.0,0.0,2,3,1
3,42.97,3.97,0.0,0.0,0,4,0
3,12.58,12.75,0.0,0.0,2,5,1
1,92.18,9.18,0.0,0.0,2,6,1
1,26.59,10.8,0.0,0.0,2,0,1
5,23.36,6.22,0.0,0.0,1,1,1
3,101.35,13.16,0.0,0.0,0,2,0
4,33.35,0.0,0.0,0.0,2,3,0
6,36.88,3.17,0.0,0.0,1,4,1
2,55.63,2.83,0.0,0.0,0,5,1
4,68.51,5.25,0.0,0.0,1,6,1
2,20.86,11.53,0.0,0.0,1,0,0
3,19.9,13.89,0.0,0.0,1,1,1
6,22.94,8.43,0.0,0.0,2,2,1
0,19.49,9.68,0.0,0.0,0,3,1
7,76.55,0.77,0.0,0.0,0,4,0
3,15.98,9.53,0.0,0.0,2,5,1
2,156.41,6.01,0.0,0.0,0,6,1
4,67.27,4.75,0.0,0.0,0,0,1
3,46.82,6.71,0.0,0.0,1,1,1
3,78.88,7.49,0.0,0.0,2,2,0
2,27.32,11.86,0.0,0.0,1,3,1
4,39.59,3.24,0.0,0.0,0,4,1
2,106.02,4.89,0.0,0.0,0,5,0
2,21.36,11.61,0.0,0.0,2,6,0
4,50.12,4.25,0.0,0.0,1,0,0
0,15.32,2.38,0.0,0.0,1,1,1
3,124.44,15.06,0.0,0.0,1,2,1
3,227.44,4.63,0.0,0.0,2,3,1
4,39.0,7.5,0.0,0.0,1,4,1
2,54.79,7.33,0.0,0.0,1,5,0
0,67.23,12.15,0.0,0.0,0,6,0
1,62.49,8.24,0.0,0.0,0,0,1
1,243.28,8.95,0.0,0.0,1,1,1
2,28.75,10.22,0.0,0.0,1,2,1
2,85.52,10.53,0.0,0.0,0,3,1
2,0.89,10.8,0.0,0.0,2,4,0
3,12.42,12.1,0.0,0.0,0,5,1
2,52.52,5.95,0.0,0.0,1,6,1
8,25.89,5.13,0.0,0.0,2,0,0
6,173.47,6.59,0.0,0.0,1,1,1
3,8.38,5.72,0.0,0.0,1,2,0
3,41.53,10.39,0.0,0.0,1,3,1
3,27.69,1.81,0.0,0.0,2,4,1
2,19.97,11.91,0.0,0.0,1,5,0
2,62.94,9.42,0.0,0.0,2,6,1
2,52.57,2.99,0.0,0.0,0,0,1
5,83.41,8.1,0.0,0.0,2,1,1
2,24.07,9.0,0.0,0.0,1,2,0
5,29.58,10.67,0.0,0.0,1,3,1
3,28.41,7.84,0.0,0.0,0,4,0
5,86.69,8.0,0.0,0.0,0,5,1
1,59.82,7.63,0.0,0.0,0,6,1
3,55.56,11.41,0.0,0.0,2,0,1
2,91.07,13.66,0.0,0.0,2,1,0
3,16.76,8.9,0.0,0.0,2,2,1
1,13.75,6.23,0.0,0.0,2,3,1
4,89.51,9.15,0.0,0.0,0,4,1
2,49.57,13.64,0.0,0.0,1,5,1
3,67.37,8.03,0.0,0.0,1,6,0
1,86.0,5.88,0.0,0.0,2,0,1
3,96.39,12.81,0.0,0.0,0,1,1
2,107.33,8.7,0.0,0.0,0,2,0
6,117.37,8.31,0.0,0.0,0,3,1
0,72.89,3.56,0.0,0.0,1,4,0
1,21.55,8.35,0.0,0.0,1,5,1
2,28.02,10.62,0.0,0.0,2,6,1
4,17.45,6.5,0.0,0.0,1,0,1
2,95.08,7.31,0.0,0.0,0,1,0
6,62.56,8.12,0.0,0.0,1,2,1
7,28.31,8.22,0.0,0.0,1,3,1
4,51.47,8.61,0.0,0.0,1,4,0
2,25.02,13.25,0.0,0.0,2,5,1
0,38.8,6.58,0.0,0.0,1,6,0
0,84.81,6.02,0.0,0.0,2,0,1
5,51.22,5.56,0.0,0.0,1,1,1
4,20.13,7.04,0.0,0.0,2,2,1
2,50.62,4.74,0.0,0.0,0,3,1
4,179.69,7.33,0.0,0.0,0,4,1
3,32.03,10.42,0.0,0.0,0,5,1
5,53.48,11.03,0.0,0.0,2,6,1
3,15.57,4.85,0.0,0.0,0,0,1
3,29.91,6.89,0.0,0.0,2,1,1
3,26.46,9.61,0.0,0.0,2,2,0
7,45.9,6.19,0.0,0.0,2,3,1
4,121.76,10.85,0.0,0.0,0,4,1
4,155.88,7.47,0.0,0.0,2,5,0
7,12.14,3.09,0.0,0.0,1,6,1
1,69.39,9.11,0.0,0.0,0,0,0
1,67.5,10.35,0.0,0.0,1,1,1
5,157.21,5.39,0.0,0.0,0,2,1
4,74.04,6.46,0.0,0.0,2,3,1
3,36.5,6.15,0.0,0.0,2,4,1
5,43.46,8.93,0.0,0.0,2,5,1
5,84.13,5.56,0.0,0.0,0,6,0
9,99.12,7.47,0.0,0.0,0,0,1
3,41.81,4.81,0.0,0.0,2,1,1
5,54.34,7.36,0.0,0.0,0,2,0
5,8.13,7.84,0.0,0.0,1,3,0
3,0.66,6.53,0.0,0.0,2,4,1
5,101.23,2.77,0.0,0.0,1,5,0
1,15.35,13.83,0.0,0.0,1,6,1
3,26.46,9.14,0.0,0.0,0,0,0
3,58.9,6.12,0.0,0.0,1,1,1
6,35.62,9.05,0.0,0.0,2,2,1
3,14.16,10.38,0.0,0.0,1,3,0
3,21.49,9.41,0.0,0.0,0,4,1
4,148.84,10.13,0.0,0.0,0,5,1
5,158.98,11.11,0.0,0.0,2,6,1
2,89.52,5.56,0.0,0.0,2,0,1
1,23.65,7.03,0.0,0.0,2,1,1
1,33.28,8.24,0.0,0.0,2,2,0
2,16.5,9.21,0.0,0.0,2,3,1
1,121.25,8.93,0.0,0.0,1,4,1
0,34.3,1.67,0.0,0.0,1,5,1
3,15.81,16.53,0.0,0.0,0,6,0
1,8.34,13.01,0.0,0.0,1,0,1
2,55.48,6.34,0.0,0.0,2,1,0
1,110.1,10.02,0.0,0.0,2,2,0
3,24.77,5.9,0.0,0.0,0,3,1
0,40.76,4.94,0.0,0.0,2,4,0
2,85.2,5.33,0.0,0.0,0,5,1
0,41.53,6.57,0.0,0.0,1,6,1
5,168.43,9.35,0.0,0.0,1,0,0
3,8.36,9.51,0.0,0.0,1,1,1
1,14.39,7.37,0.0,0.0,0,2,0
3,25.08,3.18,0.0,0.0,2,3,0
4,59.46,9.33,0.0,0.0,0,4,1
5,58.58,12.18,0.0,0.0,1,5,0
1,65.97,7.34,0.0,0.0,0,6,1
4,121.49,7.8,0.0,0.0,2,0,1
2,53.06,14.28,0.0,0.0,0,1,0
7,126.46,10.62,0.0,0.0,1,2,1
3,7.66,5.18,0.0,0.0,2,3,1
6,70.27,4.66,0.0,0.0,1,4,1
3,81.34,4.32,0.0,0.0,2,5,0
4,26.17,9.14,0.0,0.0,2,6,1
1,37.29,12.81,0.0,0.0,1,0,1
0,90.06,9.72,0.0,0.0,1,1,1
7,46.11,5.12,0.0,0.0,1,2,0
4,83.14,10.57,0.0,0.0,0,3,1
1,29.73,5.62,0.0,0.0,1,4,1
2,76.26,15.49,0.0,0.0,2,5,1
2,64.97,6.32,0.0,0.0,0,6,1
3,36.09,4.8,0.0,0.0,0,0,1
3,52.83,8.92,0.0,0.0,0,1,1
3,75.68,10.67,0.0,0.0,0,2,0
0,90.99,9.09,0.0,0.0,0,3,1
1,67.3,8.98,0.0,0.0,0,4,1
1,35.35,10.03,0.0,0.0,1,5,1
3,17.06,8.25,0.0,0.0,2,6,1
3,84.83,9.21,0.0,0.0,1,0,0
2,25.07,10.4,0.0,0.0,2,1,1
1,14.62,4.33,0.0,0.0,0,2,1
3,34.99,7.26,0.0,0.0,1,3,1
3,26.81,10.15,0.0,0.0,1,4,0
1,241.95,3.45,0.0,0.0,1,5,0
1,49.01,9.05,0.0,0.0,2,6,1
1,150.93,6.55,0.0,0.0,0,0,1
4,101.48,7.25,0.0,0.0,0,1,1
6,18.97,8.09,0.0,0.0,0,2,1
0,84.67,3.28,0.0,0.0,2,3,1
2,37.15,6.3,0.0,0.0,1,4,0
3,27.95,11.94,0.0,0.0,2,5,1
3,57.75,2.11,0.0,0.0,0,6,1
4,51.73,12.84,0.0,0.0,2,0,0
4,86.04,6.28,0.0,0.0,2,1,1
0,21.84,6.25,0.0,0.0,2,2,1
4,89.12,8.29,0.0,0.0,0,3,1
5,26.56,12.32,0.0,0.0,1,4,1
2,139.38,3.97,0.0,0.0,0,5,1
7,24.19,6.41,0.0,0.0,2,6,1
5,31.08,10.21,0.0,0.0,1,0,1
1,59.33,10.32,0.0,0.0,1,1,1
3,8.48,13.42,0.0,0.0,0,2,1
5,51.14,4.74,0.0,0.0,0,3,0
2,154.0,4.46,0.0,0.0,1,4,1
4,23.54,10.5,0.0,0.0,2,5,0
3,39.29,6.02,0.0,0.0,0,6,1
0,63.01,9.33,0.0,0.0,1,0,0
6,142.12,10.13,0.0,0.0,1,1,0
6,26.84,3.08,0.0,0.0,2,2,1
5,106.39,13.51,0.0,0.0,1,3,1
4,83.92,9.07,0.0,0.0,0,4,0
4,78.67,6.25,0.0,0.0,1,5,0
1,80.43,8.32,0.0,0.0,2,6,1
7,25.33,8.61,0.0,0.0,2,0,1
1,30.89,8.76,0.0,0.0,2,1,0
3,104.99,10.63,0.0,0.0,0,2,1
5,21.13,6.3,0.0,0.0,0,3,1
2,61.32,8.5,0.0,0.0,0,4,1
4,34.72,7.09,0.0,0.0,1,5,0
3,97.0,9.05,0.0,0.0,2,6,1
5,18.44,8.48,0.0,0.0,2,0,1
4,91.82,1.91,0.0,0.0,2,1,1
3,68.71,6.02,0.0,0.0,0,2,1
4,80.16,2.59,0.0,0.0,2,3,0
3,38.45,13.33,0.0,0.0,1,4,1
1,153.35,10.77,0.0,0.0,1,5,1
4,27.11,4.23,0.0,0.0,0,6,1
1,108.8,10.52,0.0,0.0,0,0,1
3,130.17,6.64,0.0,0.0,0,1,1
0,96.39,8.53,0.0,0.0,2,2,1
5,84.15,1.92,0.0,0.0,2,3,1
1,107.12,9.24,0.0,0.0,2,4,1
5,24.09,9.25,0.0,0.0,1,5,1
1,26.84,2.62,0.0,0.0,1,6,1
2,97.5,11.86,0.0,0.0,2,0,0
9,30.04,11.47,0.0,0.0,1,1,1
4,97.24,8.58,0.0,0.0,1,2,0
5,72.92,6.82,0.0,0.0,0,3,1
0,14.37,7.12,0.0,0.0,2,4,1
4,75.32,12.94,0.0,0.0,1,5,0
2,143.76,13.47,0.0,0.0,1,6,0
3,6.12,6.34,0.0,0.0,2,0,0
2,48.16,2.77,0.0,0.0,2,1,1
3,33.05,7.58,0.0,0.0,0,2,1
2,26.54,11.84,0.0,0.0,0,3,1
3,36.06,6.03,0.0,0.0,2,4,0
2,48.36,4.89,0.0,0.0,1,5,0
1,133.75,13.68,0.0,0.0,0,6,1
6,45.39,3.63,0.0,0.0,2,0,1
2,21.4,12.22,0.0,0.0,0,1,0
5,14.57,8.11,0.0,0.0,1,2,1
3,29.71,7.8,0.0,0.0,1,3,0
3,59.11,9.32,0.0,0.0,2,4,0
4,5.57,7.72,0.0,0.0,0,5,1
3,48.51,7.78,0.0,0.0,1,6,1
4,20.23,5.38,0.0,0.0,1,0,1
1,20.7,6.91,0.0,0.0,0,1,1
3,27.17,10.05,0.0,0.0,2,2,1
4,126.98,4.41,0.0,0.0,0,3,1
5,53.91,10.62,0.0,0.0,0,4,1
3,38.68,7.45,0.0,0.0,0,5,1
2,43.95,4.4,0.0,0.0,0,6,1
3,19.69,7.62,0.0,0.0,0,0,1
2,20.07,9.26,0.0,0.0,1,1,1
5,67.08,5.64,0.0,0.0,2,2,1
6,32.93,12.23,0.0,0.0,2,3,1
6,9.28,10.73,0.0,0.0,1,4,1
4,67.47,9.9,0.0,0.0,2,5,0
2,28.8,7.26,0.0,0.0,2,6,1
1,8.1,10.53,0.0,0.0,0,0,1
4,50.39,11.46,0.0,0.0,2,1,1
1,67.96,6.19,0.0,0.0,0,2,1
2,148.71,7.97,0.0,0.0,2,3,1
4,6.29,7.52,0.0,0.0,1,4,0
2,71.55,7.39,0.0,0.0,2,5,1
1,89.57,12.21,0.0,0.0,1,6,1
5,231.17,11.58,0.0,0.0,0,0,1
4,108.16,11.08,0.0,0.0,0,1,1
4,106.38,9.8,0.0,0.0,0,2,0
2,106.28,8.15,0.0,0.0,0,3,0
2,34.93,7.51,0.0,0.0,1,4,0
1,43.14,9.34,0.0,0.0,2,5,1
1,50.8,3.31,0.0,0.0,0,6,1
3,24.36,10.68,0.0,0.0,0,0,1
1,75.12,10.9,0.0,0.0,0,1,1
4,54.71,5.24,0.0,0.0,1,2,1
5,101.4,3.95,0.0,0.0,1,3,1
0,34.58,9.65,0.0,0.0,1,4,0
3,16.73,3.41,0.0,0.0,2,5,1
4,22.66,8.9,0.0,0.0,2,6,0
2,21.01,5.7,0.0,0.0,0,0,0
5,45.64,3.75,0.0,0.0,1,1,1
5,84.87,10.18,0.0,0.0,2,2,1
1,101.01,12.23,0.0,0.0,2,3,0
3,10.82,6.83,0.0,0.0,1,4,0
3,182.13,10.51,0.0,0.0,2,5,0
2,2.98,5.71,0.0,0.0,1,6,1
6,14.36,10.68,0.0,0.0,1,0,0
0,62.21,6.55,0.0,0.0,1,1,1
2,34.67,12.3,0.0,0.0,0,2,1
6,22.46,1.26,0.0,0.0,2,3,1
0,14.23,6.44,0.0,0.0,0,4,1
2,23.41,6.92,0.0,0.0,1,5,1
3,22.56,3.29,0.0,0.0,2,6,1
5,54.61,10.13,0.0,0.0,2,0,1
0,78.23,7.87,0.0,0.0,0,1,1
0,23.87,10.34,0.0,0.0,0,2,1
4,41.65,5.78,0.0,0.0,2,3,1
1,42.11,4.7,0.0,0.0,0,4,0
6,52.47,6.34,0.0,0.0,0,5,1
4,34.94,4.39,0.0,0.0,1,6,1
2,55.97,7.01,0.0,0.0,2,0,0
1,28.81,12.02,0.0,0.0,1,1,0
2,119.89,8.82,0.0,0.0,1,2,0
5,27.2,9.99,0.0,0.0,2,3,0
2,45.66,6.67,0.0,0.0,2,4,0
1,37.92,5.19,0.0,0.0,1,5,1
3,49.7,8.57,0.0,0.0,2,6,1
4,88.16,8.16,0.0,0.0,1,0,1
0,233.92,11.27,0.0,0.0,1,1,1
6,27.4,11.79,0.0,0.0,0,2,0
5,32.22,10.86,0.0,0.0,1,3,1
3,14.91,14.27,0.0,0.0,2,4,1
5,60.43,8.19,0.0,0.0,1,5,1
2,16.29,9.91,0.0,0.0,1,6,1
5,111.96,11.66,0.0,0.0,2,0,1
0,159.93,10.5,0.0,0.0,2,1,0
3,74.68,11.0,0.0,0.0,0,2,1
3,58.04,8.21,0.0,0.0,2,3,0
3,18.87,7.8,0.0,0.0,1,4,1
3,109.88,7.11,0.0,0.0,2,5,1
4,10.58,7.41,0.0,0.0,2,6,1
2,73.29,8.14,0.0,0.0,0,0,1
7,28.05,5.99,0.0,0.0,1,1,1
2,72.02,4.65,0.0,0.0,0,2,1
2,21.8,4.55,0.0,0.0,0,3,0
3,10.58,11.85,0.0,0.0,1,4,1
8,38.77,6.73,0.0,0.0,2,5,0
1,83.0,9.81,0.0,0.0,1,6,1
1,75.99,7.56,0.0,0.0,0,0,1
5,100.1,11.98,0.0,0.0,0,1,0
3,39.33,4.24,0.0,0.0,1,2,1
1,93.41,7.47,0.0,0.0,0,3,1
3,45.66,6.45,0.0,0.0,2,4,0
4,18.17,7.98,0.0,0.0,2,5,1
3,21.33,10.74,0.0,0.0,1,6,0
4,20.63,7.7,0.0,0.0,1,0,1
5,27.83,6.19,0.0,0.0,2,1,0
2,48.67,7.99,0.0,0.0,1,2,1
4,97.24,7.05,0.0,0.0,2,3,1
7,93.67,9.39,0.0,0.0,2,4,1
5,40.41,0.34,0.0,0.0,2,5,1
2,62.72,6.96,0.0,0.0,2,6,1
2,37.79,8.17,0.0,0.0,1,0,1
4,7.89,10.36,0.0,0.0,2,1,1
5,96.52,10.7,0.0,0.0,2,2,1
2,71.49,5.98,0.0,0.0,0,3,1
3,10.05,6.73,0.0,0.0,0,4,1
3,81.16,2.95,0.0,0.0,0,5,1
4,69.47,8.34,0.0,0.0,0,6,1
1,22.88,15.46,0.0,0.0,1,0,1
3,61.26,8.57,0.0,0.0,0,1,1
2,158.01,5.93,0.0,0.0,0,2,0
3,61.04,8.51,0.0,0.0,0,3,1
6,62.8,1.86,0.0,0.0,1,4,1
4,44.15,10.26,0.0,0.0,2,5,1
5,77.04,11.94,0.0,0.0,0,6,1
4,75.19,7.36,0.0,0.0,2,0,1
4,85.56,5.51,0.0,0.0,0,1,1
5,51.16,6.7,0.0,0.0,1,2,1
6,35.29,6.88,0.0,0.0,1,3,1
2,64.11,9.53,0.0,0.0,1,4,1
4,106.8,8.8,0.0,0.0,2,5,0
3,5.34,7.72,0.0,0.0,1,6,0
2,57.65,8.0,0.0,0.0,2,0,0
3,163.75,6.05,0.0,0.0,1,1,1
1,56.65,9.84,0.0,0.0,0,2,0
2,139.74,8.04,0.0,0.0,0,3,1
4,35.79,3.31,0.0,0.0,0,4,1
5,65.23,10.2,0.0,0.0,0,5,0
5,65.03,7.11,0.0,0.0,2,6,1
1,55.09,6.77,0.0,0.0,1,0,1
3,249.95,13.45,0.0,0.0,2,1,0
6,41.72,9.25,0.0,0.0,2,2,0
1,32.54,10.01,0.0,0.0,0,3,1
5,43.32,6.23,0.0,0.0,1,4,1
7,9.21,6.23,0.0,0.0,2,5,1
3,65.18,12.28,0.0,0.0,2,6,1
4,19.2,15.42,0.0,0.0,2,0,1
4,6.59,10.83,0.0,0.0,2,1,1
1,29.98,0.39,0.0,0.0,1,2,0
3,56.6,5.76,0.0,0.0,0,3,0
1,33.59,7.81,0.0,0.0,0,4,1
3,33.72,7.54,0.0,0.0,2,5,0
4,25.27,7.53,0.0,0.0,1,6,1
3,200.8,3.73,0.0,0.0,1,0,0
4,64.98,13.77,0.0,0.0,2,1,1
2,59.04,9.68,0.0,0.0,1,2,1
1,41.83,5.71,0.0,0.0,2,3,0
5,37.51,6.26,0.0,0.0,0,4,0
1,47.87,9.82,0.0,0.0,0,5,0
7,3.7,7.24,0.0,0.0,0,6,1
2,104.64,8.39,0.0,0.0,2,0,0
3,97.37,9.28,0.0,0.0,2,1,1
2,16.3,6.46,0.0,0.0,0,2,1
4,12.66,13.19,0.0,0.0,2,3,0
5,39.69,0.95,0.0,0.0,1,4,1
5,31.58,5.67,0.0,0.0,0,5,1
3,117.35,10.44,0.0,0.0,1,6,1
2,70.03,5.94,0.0,0.0,1,0,1
5,53.08,7.52,0.0,0.0,2,1,1
1,53.47,11.74,0.0,0.0,2,2,1
4,51.45,9.43,0.0,0.0,0,3,1
1,27.52,8.36,0.0,0.0,2,4,1
2,19.19,11.51,0.0,0.0,2,5,1
3,19.17,6.28,0.0,0.0,1,6,1
6,15.02,9.3,0.0,0.0,2,0,1
2,37.27,9.54,0.0,0.0,0,1,1
1,49.97,4.51,0.0,0.0,2,2,0
6,50.29,5.44,0.0,0.0,0,3,1
3,5.65,2.87,0.0,0.0,1,4,1
1,62.01,8.81,0.0,0.0,1,5,1
3,74.39,11.73,0.0,0.0,1,6,1
5,20.33,5.61,0.0,0.0,0,0,1
1,64.2,0.94,0.0,0.0,1,1,1
1,19.69,7.85,0.0,0.0,1,2,1
3,40.44,11.6,0.0,0.0,2,3,1
2,84.59,6.94,0.0,0.0,0,4,1
5,25.36,9.57,0.0,0.0,1,5,1
5,72.03,1.36,0.0,0.0,2,6,1
2,8.65,9.71,0.0,0.0,2,0,1
1,20.61,12.59,0.0,0.0,1,1,1
2,41.92,13.55,0.0,0.0,0,2,0
5,4.86,10.98,0.0,0.0,1,3,1
4,65.15,15.66,0.0,0.0,2,4,1
3,35.78,10.61,0.0,0.0,0,5,1
6,57.61,7.71,0.0,0.0,2,6,1
5,82.84,6.6,0.0,0.0,1,0,0
3,9.72,3.07,0.0,0.0,0,1,0
5,73.61,6.09,0.0,0.0,1,2,1
1,34.1,4.7,0.0,0.0,1,3,0
2,110.11,10.38,0.0,0.0,1,4,1
5,46.16,4.48,0.0,0.0,2,5,1
1,73.73,4.91,0.0,0.0,0,6,1
1,36.74,10.87,0.0,0.0,0,0,1
3,38.97,6.39,0.0,0.0,2,1,1
7,30.41,10.55,0.0,0.0,0,2,1
3,67.26,13.28,0.0,0.0,0,3,0
3,50.35,5.22,0.0,0.0,1,4,1
4,42.99,8.94,0.0,0.0,1,5,0
4,1.94,16.76,0.0,0.0,2,6,0
1,54.05,9.98,0.0,0.0,0,0,1
3,121.31,10.81,0.0,0.0,2,1,1
4,49.98,7.64,0.0,0.0,2,2,1
5,26.61,8.56,0.0,0.0,2,3,0
2,12.45,10.35,0.0,0.0,2,4,0
1,83.48,4.48,0.0,0.0,1,5,1
3,136.82,3.98,0.0,0.0,2,6,1
3,116.14,9.21,0.0,0.0,0,0,1
2,44.0,7.3,0.0,0.0,1,1,1
4,63.17,4.04,0.0,0.0,1,2,1
2,64.39,3.36,0.0,0.0,2,3,1
0,29.46,11.11,0.0,0.0,1,4,1
4,37.17,7.89,0.0,0.0,1,5,1
4,32.86,6.73,0.0,0.0,1,6,1
2,115.03,7.94,0.0,0.0,1,0,1
3,26.86,8.11,0.0,0.0,1,1,0
3,68.05,7.36,0.0,0.0,1,2,1
3,117.8,3.06,0.0,0.0,0,3,1
3,41.07,9.16,0.0,0.0,1,4,1
0,98.12,5.04,0.0,0.0,1,5,1
6,78.06,6.79,0.0,0.0,2,6,0
4,64.68,9.34,0.0,0.0,1,0,1
2,78.79,10.33,0.0,0.0,1,1,0
3,121.25,8.95,0.0,0.0,2,2,0
1,53.39,8.36,0.0,0.0,0,3,1
1,216.28,10.71,0.0,0.0,0,4,1
3,251.88,9.29,0.0,0.0,1,5,0
1,35.12,5.18,0.0,0.0,0,6,1
2,21.42,10.67,0.0,0.0,0,0,0
5,14.6,10.47,0.0,0.0,0,1,1
5,17.99,8.5,0.0,0.0,0,2,1
3,90.4,9.89,0.0,0.0,1,3,0
5,129.31,8.74,0.0,0.0,1,4,1
3,5.92,0.0,0.0,0.0,2,5,1
10,13.99,6.8,0.0,0.0,1,6,1
2,114.16,7.52,0.0,0.0,1,0,1
1,23.69,7.44,0.0,0.0,0,1,1
1,94.58,6.52,0.0,0.0,0,2,1
4,146.87,7.91,0.0,0.0,1,3,0
2,52.91,10.3,0.0,0.0,1,4,1
8,34.85,8.74,0.0,0.0,0,5,0
2,73.22,7.47,0.0,0.0,1,6,1
2,40.91,2.21,0.0,0.0,1,0,1
2,28.32,11.19,0.0,0.0,0,1,1
4,13.04,6.58,0.0,0.0,0,2,0
0,61.6,13.19,0.0,0.0,2,3,1
2,48.97,5.38,0.0,0.0,1,4,1
1,46.45,10.14,0.0,0.0,0,5,1
5,29.84,7.61,0.0,0.0,0,6,1
3,39.46,4.47,0.0,0.0,1,0,1
3,153.83,10.82,0.0,0.0,1,1,1
4,52.89,3.16,0.0,0.0,0,2,1
1,56.52,8.51,0.0,0.0,1,3,0
2,31.07,8.37,0.0,0.0,2,4,1
3,73.32,5.81,0.0,0.0,0,5,1
4,109.83,11.61,0.0,0.0,0,6,0
2,28.27,8.69,0.0,0.0,1,0,1
3,72.09,13.25,0.0,0.0,0,1,0
2,55.84,8.83,0.0,0.0,1,2,1
4,29.08,9.63,0.0,0.0,2,3,0
1,8.19,1.6,0.0,0.0,2,4,0
3,57.35,10.08,0.0,0.0,2,5,0
4,53.35,9.36,0.0,0.0,0,6,1
6,36.76,6.49,0.0,0.0,2,0,1
2,55.18,5.81,0.0,0.0,1,1,1
2,46.85,7.34,0.0,0.0,1,2,1
1,42.45,10.59,0.0,0.0,2,3,0
3,45.08,4.52,0.0,0.0,2,4,1
4,111.77,4.12,0.0,0.0,1,5,1
4,29.39,10.42,0.0,0.0,2,6,1
6,40.4,6.78,0.0,0.0,2,0,1
4,20.24,7.57,0.0,0.0,2,1,0
3,90.98,7.63,0.0,0.0,1,2,1
